Code,Metro,Class,Population,2010 males,2010 Males pct,2010 females,2010 female pct,2010 Sex ratio1,2010 Total population,2000 males,2000 male pct,2000 female pct,2000 female pct,2000 Sex ratio1,2010 median age,2010 Under 18 years,2010 18 to 24 years,2010 25 to 34 years,010 35 to 44 years,2010 45 to 54 years,55 to 64 years,2010 65 to 74 years,2010 75 years and over,2010 Median,2000 Under 18 years,2000 18 to 24 years,2000 25 to 34 years,2000 35 to 44 years,2000 45 to 54 years,2000 55 to 64 years,2000 65 to 74 years,2000 75 years and over
33620,"Moberly, MO",Micropolitan Statistical Area,25414.00,13296.00,52.30,12118.00,47.70,109.72,24663.00,12778.00,51.80,11885.00,48.20,107.50,38.00,5879.00,2391.00,3473.00,3351.00,3730.00,2985.00,1885.00,1720.00,37.20,5874.00,2368.00,3317.00,3913.00,3390.00,2140.00,1820.00,1841.00
33820,"Monroe, WI",Micropolitan Statistical Area,36842.00,18241.00,49.50,18601.00,50.50,98.06,33647.00,16558.00,49.20,17089.00,50.80,96.90,41.10,8953.00,2390.00,4126.00,4901.00,6069.00,4906.00,2765.00,2732.00,37.90,8908.00,2254.00,4074.00,5748.00,4776.00,2941.00,2371.00,2575.00
33940,"Montrose, CO",Micropolitan Statistical Area,41276.00,20310.00,49.20,20966.00,50.80,96.87,33432.00,16458.00,49.20,16974.00,50.80,97.00,42.00,10179.00,2663.00,4477.00,4789.00,6026.00,5793.00,4042.00,3307.00,38.80,8944.00,2403.00,3640.00,4977.00,4783.00,3587.00,2624.00,2474.00
33980,"Morehead City, NC",Micropolitan Statistical Area,66469.00,32829.00,49.40,33640.00,50.60,97.59,59383.00,29157.00,49.10,30226.00,50.90,96.50,45.80,12575.00,4754.00,7154.00,7992.00,10648.00,10687.00,7375.00,5284.00,42.30,12297.00,3824.00,6806.00,9345.00,9346.00,7538.00,5993.00,4234.00
34020,"Morgan City, LA",Micropolitan Statistical Area,54650.00,26992.00,49.40,27658.00,50.60,97.59,53500.00,26063.00,48.70,27437.00,51.30,95.00,37.50,13904.00,5128.00,6793.00,6767.00,8629.00,6377.00,4099.00,2953.00,34.30,15879.00,4662.00,6730.00,8615.00,6842.00,4873.00,3422.00,2477.00
34140,"Moscow, ID",Micropolitan Statistical Area,37244.00,19163.00,51.50,18081.00,48.50,105.98,34935.00,18101.00,51.80,16834.00,48.20,107.50,28.30,6969.00,9451.00,5224.00,3624.00,4214.00,3904.00,2148.00,1710.00,27.90,7075.00,8545.00,5087.00,4325.00,4150.00,2441.00,1574.00,1738.00
34180,"Moses Lake, WA",Micropolitan Statistical Area,89120.00,45420.00,51.00,43700.00,49.00,103.94,74698.00,38177.00,51.10,36521.00,48.90,104.50,32.10,27225.00,8915.00,11689.00,10672.00,10825.00,9263.00,5852.00,4679.00,31.10,23934.00,7311.00,9762.00,10387.00,8845.00,5841.00,4681.00,3937.00
34220,"Moultrie, GA",Micropolitan Statistical Area,45498.00,22576.00,49.60,22922.00,50.40,98.49,42053.00,20828.00,49.50,21225.00,50.50,98.10,34.80,12584.00,4349.00,5926.00,5989.00,5835.00,4952.00,3337.00,2526.00,33.70,11543.00,4341.00,5967.00,5818.00,5182.00,3797.00,2802.00,2603.00
34260,"Mountain Home, AR",Micropolitan Statistical Area,41513.00,20023.00,48.20,21490.00,51.80,93.17,38386.00,18424.00,48.00,19962.00,52.00,92.30,50.60,7506.00,2454.00,3616.00,4089.00,5649.00,6540.00,6396.00,5263.00,48.10,7281.00,2221.00,3390.00,4699.00,5078.00,5435.00,5463.00,4819.00
34300,"Mountain Home, ID",Micropolitan Statistical Area,27038.00,13971.00,51.70,13067.00,48.30,106.92,29130.00,16077.00,55.20,13053.00,44.80,123.20,30.00,7675.00,3450.00,4238.00,3159.00,3365.00,2435.00,1583.00,1133.00,29.10,8142.00,4063.00,5445.00,5035.00,2643.00,1723.00,1203.00,876.00
34340,"Mount Airy, NC",Micropolitan Statistical Area,73673.00,35971.00,48.80,37702.00,51.20,95.41,71219.00,34828.00,48.90,36391.00,51.10,95.70,41.20,17217.00,5490.00,7866.00,10201.00,10885.00,9764.00,6750.00,5500.00,38.00,16780.00,5623.00,9958.00,10722.00,9688.00,7475.00,5773.00,5200.00
34380,"Mount Pleasant, MI",Micropolitan Statistical Area,70311.00,34216.00,48.70,36095.00,51.30,94.79,63351.00,30252.00,47.80,33099.00,52.20,91.40,25.10,12634.00,22405.00,8007.00,6365.00,7616.00,6457.00,3704.00,3123.00,25.10,12890.00,18648.00,7299.00,7751.00,6775.00,4266.00,3078.00,2644.00
34420,"Mount Pleasant, TX",Micropolitan Statistical Area,32334.00,15976.00,49.40,16358.00,50.60,97.66,28118.00,13900.00,49.40,14218.00,50.60,97.80,32.50,9883.00,3163.00,4132.00,4199.00,3945.00,3281.00,2071.00,1660.00,31.80,8518.00,2747.00,4003.00,3856.00,3171.00,2304.00,1730.00,1789.00
34460,"Mount Sterling, KY",Micropolitan Statistical Area,44396.00,21839.00,49.20,22557.00,50.80,96.82,40195.00,19748.00,49.10,20447.00,50.90,96.60,38.80,10830.00,3536.00,5485.00,6190.00,6497.00,5754.00,3552.00,2552.00,36.50,9927.00,3576.00,5655.00,6185.00,5666.00,3892.00,2874.00,2420.00
34500,"Mount Vernon, IL",Micropolitan Statistical Area,47284.00,24076.00,50.90,23208.00,49.10,103.74,48666.00,24588.00,50.50,24078.00,49.50,102.10,41.00,10527.00,3899.00,5762.00,5904.00,6882.00,6351.00,4213.00,3746.00,38.10,11763.00,4198.00,6148.00,7352.00,6686.00,4734.00,3751.00,4034.00
34540,"Mount Vernon, OH",Micropolitan Statistical Area,60921.00,29751.00,48.80,31170.00,51.20,95.45,54500.00,26514.00,48.60,27986.00,51.40,94.70,38.30,14701.00,7161.00,6471.00,7173.00,8830.00,7598.00,4861.00,4126.00,36.50,13512.00,6403.00,6227.00,8325.00,7346.00,5172.00,3966.00,3549.00
34660,"Murray, KY",Micropolitan Statistical Area,37191.00,17925.00,48.20,19266.00,51.80,93.04,34177.00,16488.00,48.20,17689.00,51.80,93.20,34.00,6712.00,7782.00,4439.00,3836.00,4512.00,4290.00,3200.00,2420.00,34.50,6406.00,6762.00,4122.00,4295.00,4111.00,3357.00,2497.00,2627.00
34700,"Muscatine, IA",Micropolitan Statistical Area,54132.00,27020.00,49.90,27112.00,50.10,99.66,53905.00,26720.00,49.60,27185.00,50.40,98.30,38.50,14107.00,4215.00,6492.00,6840.00,8170.00,6761.00,3967.00,3580.00,36.00,14599.00,4543.00,6960.00,8548.00,7312.00,4832.00,3583.00,3528.00
34780,"Muskogee, OK",Micropolitan Statistical Area,70990.00,34695.00,48.90,36295.00,51.10,95.59,69451.00,33515.00,48.30,35936.00,51.70,93.30,37.60,17511.00,6592.00,9234.00,8440.00,10019.00,8786.00,5611.00,4797.00,37.00,17984.00,6587.00,8265.00,10295.00,9180.00,6516.00,5289.00,5335.00
34860,"Nacogdoches, TX",Micropolitan Statistical Area,64524.00,30800.00,47.70,33724.00,52.30,91.33,59203.00,28522.00,48.20,30681.00,51.80,93.00,29.80,15061.00,12984.00,7962.00,6616.00,7551.00,6728.00,4131.00,3491.00,29.70,14208.00,11845.00,7247.00,7379.00,6863.00,4494.00,3743.00,3424.00
35020,"Natchez, MS-LA",Micropolitan Statistical Area,53119.00,26603.00,50.10,26516.00,49.90,100.33,54587.00,25759.00,47.20,28828.00,52.80,89.40,39.80,12428.00,4464.00,6727.00,6236.00,8093.00,7029.00,4318.00,3824.00,37.60,14816.00,4752.00,5804.00,8179.00,7471.00,5249.00,4622.00,3694.00
35060,"Natchitoches, LA",Micropolitan Statistical Area,39566.00,18861.00,47.70,20705.00,52.30,91.09,39080.00,18572.00,47.50,20508.00,52.50,90.60,33.30,9600.00,6083.00,4838.00,4245.00,4812.00,4659.00,2935.00,2394.00,30.20,10160.00,6988.00,4519.00,4978.00,4566.00,3147.00,2512.00,2210.00
35100,"New Bern, NC",Micropolitan Statistical Area,126802.00,63085.00,49.80,63717.00,50.20,99.01,114751.00,57666.00,50.30,57085.00,49.70,101.00,38.20,28765.00,14247.00,15987.00,13908.00,17299.00,16173.00,11370.00,9053.00,35.90,27887.00,13262.00,14696.00,16965.00,14828.00,10818.00,9630.00,6665.00
35140,"Newberry, SC",Micropolitan Statistical Area,37508.00,18255.00,48.70,19253.00,51.30,94.82,36108.00,17421.00,48.20,18687.00,51.80,93.20,39.90,8544.00,3748.00,4191.00,4598.00,5368.00,5100.00,3372.00,2587.00,37.10,8701.00,3551.00,4661.00,5316.00,4993.00,3563.00,2662.00,2661.00
35220,"New Castle, IN",Micropolitan Statistical Area,49462.00,25087.00,50.70,24375.00,49.30,102.92,48508.00,23403.00,48.20,25105.00,51.80,93.20,41.40,11044.00,3841.00,5626.00,6710.00,7674.00,6566.00,4327.00,3674.00,38.70,11719.00,3659.00,6112.00,7383.00,6917.00,5116.00,4004.00,3598.00
35260,"New Castle, PA",Micropolitan Statistical Area,91108.00,43909.00,48.20,47199.00,51.80,93.03,94643.00,44994.00,47.50,49649.00,52.50,90.60,43.60,19352.00,7464.00,9423.00,10970.00,13990.00,12781.00,8014.00,9114.00,40.50,21880.00,7893.00,10342.00,13990.00,13240.00,9075.00,8829.00,9394.00
35340,"New Iberia, LA",Micropolitan Statistical Area,73240.00,35756.00,48.80,37484.00,51.20,95.39,73266.00,35264.00,48.10,38002.00,51.90,92.80,35.60,19842.00,6943.00,9335.00,8915.00,11008.00,8283.00,4990.00,3924.00,33.30,21978.00,7050.00,9363.00,11453.00,9025.00,6038.00,4497.00,3862.00
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,92582.00,45491.00,49.10,47091.00,50.90,96.60,90914.00,44305.00,48.70,46609.00,51.30,95.10,40.90,21964.00,7074.00,10672.00,11324.00,13949.00,12427.00,7762.00,7410.00,37.90,23095.00,7268.00,11288.00,14233.00,12776.00,8655.00,7045.00,6554.00
35460,"Newport, TN",Micropolitan Statistical Area,35662.00,17308.00,48.50,18354.00,51.50,94.30,33565.00,16321.00,48.60,17244.00,51.40,94.60,42.90,7651.00,2690.00,3803.00,4709.00,5553.00,5291.00,3623.00,2342.00,38.60,7661.00,2800.00,4499.00,5154.00,5042.00,3834.00,2720.00,1855.00
35500,"Newton, IA",Micropolitan Statistical Area,36842.00,18764.00,50.90,18078.00,49.10,103.79,37213.00,18756.00,50.40,18457.00,49.60,101.60,41.60,8417.00,2582.00,4367.00,4727.00,5889.00,4771.00,3076.00,3013.00,38.50,9173.00,2757.00,4639.00,5989.00,5127.00,3565.00,3046.00,2917.00
35580,"New Ulm, MN",Micropolitan Statistical Area,25893.00,12856.00,49.70,13037.00,50.30,98.61,26911.00,13331.00,49.50,13580.00,50.50,98.20,43.30,5698.00,2357.00,2748.00,2715.00,4117.00,3359.00,2126.00,2773.00,38.40,6814.00,2618.00,2733.00,4145.00,3507.00,2374.00,2231.00,2489.00
35700,"Nogales, AZ",Micropolitan Statistical Area,47420.00,22559.00,47.60,24861.00,52.40,90.74,38381.00,18363.00,47.80,20018.00,52.20,91.70,35.60,14560.00,4012.00,4801.00,5760.00,6443.00,5620.00,3691.00,2533.00,31.80,12913.00,3147.00,4720.00,5508.00,4719.00,3260.00,2399.00,1715.00
35740,"Norfolk, NE",Micropolitan Statistical Area,48271.00,24014.00,49.70,24257.00,50.30,99.00,49538.00,24610.00,49.70,24928.00,50.30,98.70,38.20,12296.00,4456.00,5779.00,5293.00,7462.00,5692.00,3431.00,3862.00,35.60,13648.00,5110.00,5585.00,7772.00,6129.00,3990.00,3383.00,3921.00
35820,"North Platte, NE",Micropolitan Statistical Area,37590.00,18599.00,49.50,18991.00,50.50,97.94,35939.00,17660.00,49.10,18279.00,50.90,96.60,39.40,9428.00,2899.00,4551.00,4406.00,5386.00,5036.00,2944.00,2940.00,37.90,9443.00,2940.00,4215.00,5306.00,5228.00,3331.00,2787.00,2689.00
35860,"North Vernon, IN",Micropolitan Statistical Area,28525.00,14288.00,50.10,14237.00,49.90,100.36,27554.00,13694.00,49.70,13860.00,50.30,98.80,38.40,7530.00,2353.00,3111.00,4082.00,4332.00,3516.00,2246.00,1355.00,34.60,7625.00,2268.00,4049.00,4314.00,3720.00,2631.00,1681.00,1266.00
35900,"North Wilkesboro, NC",Micropolitan Statistical Area,69340.00,34264.00,49.40,35076.00,50.60,97.69,65632.00,32371.00,49.30,33261.00,50.70,97.30,42.40,15536.00,4963.00,7416.00,9196.00,10785.00,9666.00,6820.00,4958.00,38.50,14816.00,5216.00,9191.00,10312.00,9570.00,7281.00,5157.00,4089.00
35940,"Norwalk, OH",Micropolitan Statistical Area,59626.00,29371.00,49.30,30255.00,50.70,97.08,59487.00,29145.00,49.00,30342.00,51.00,96.10,38.40,15667.00,4658.00,7021.00,7734.00,8998.00,7464.00,4397.00,3687.00,34.90,16820.00,5077.00,7928.00,9259.00,7914.00,5135.00,3996.00,3358.00
36020,"Oak Harbor, WA",Micropolitan Statistical Area,78506.00,38857.00,49.50,39649.00,50.50,98.00,71558.00,35846.00,50.10,35712.00,49.90,100.40,43.20,16294.00,6876.00,9144.00,8465.00,10981.00,12307.00,8494.00,5945.00,37.00,18243.00,6112.00,9144.00,10888.00,9692.00,7268.00,5527.00,4684.00
36060,"Oak Hill, WV",Micropolitan Statistical Area,46039.00,23085.00,50.10,22954.00,49.90,100.57,47579.00,23569.00,49.50,24010.00,50.50,98.20,43.00,9456.00,3597.00,5362.00,5831.00,6910.00,7081.00,4090.00,3712.00,39.60,10340.00,4575.00,5881.00,7015.00,7282.00,4672.00,4084.00,3730.00
36180,"Ocean Pines, MD",Micropolitan Statistical Area,51454.00,25044.00,48.70,26410.00,51.30,94.83,46543.00,22695.00,48.80,23848.00,51.20,95.20,48.10,9423.00,3448.00,4678.00,5746.00,7999.00,8199.00,6774.00,5187.00,43.00,9559.00,2863.00,5171.00,7102.00,6478.00,6019.00,5554.00,3797.00
36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,111944.00,56852.00,50.80,55092.00,49.20,103.19,111931.00,56861.00,50.80,55070.00,49.20,103.30,37.50,23805.00,16767.00,12524.00,13280.00,16132.00,13883.00,8384.00,7169.00,35.40,26221.00,15428.00,13681.00,16970.00,14998.00,10090.00,7908.00,6635.00
36340,"Oil City, PA",Micropolitan Statistical Area,54984.00,26910.00,48.90,28074.00,51.10,95.85,57565.00,28103.00,48.80,29462.00,51.20,95.40,44.30,11832.00,3999.00,5655.00,6467.00,8978.00,8169.00,5119.00,4765.00,40.20,13947.00,4162.00,6351.00,8992.00,8551.00,5905.00,5269.00,4388.00
36380,"Okeechobee, FL",Micropolitan Statistical Area,39996.00,21430.00,53.60,18566.00,46.40,115.43,35910.00,19245.00,53.60,16665.00,46.40,115.50,38.60,9584.00,3645.00,5058.00,4968.00,5401.00,4549.00,3902.00,2889.00,36.70,9051.00,3400.00,4611.00,5105.00,4133.00,3746.00,3424.00,2440.00
36460,"Olean, NY",Micropolitan Statistical Area,80317.00,39729.00,49.50,40588.00,50.50,97.88,83955.00,41107.00,49.00,42848.00,51.00,95.90,40.70,18801.00,7736.00,8525.00,9467.00,12356.00,11013.00,6538.00,5881.00,37.40,21963.00,7790.00,9453.00,12779.00,11779.00,7914.00,6452.00,5825.00
36580,"Oneonta, NY",Micropolitan Statistical Area,62259.00,30115.00,48.40,32144.00,51.60,93.69,61676.00,29737.00,48.20,31939.00,51.80,93.10,40.90,11618.00,10094.00,5748.00,6702.00,9242.00,8574.00,5450.00,4831.00,37.10,13975.00,8900.00,6299.00,8677.00,8573.00,5973.00,4654.00,4625.00
36620,"Ontario, OR-ID",Micropolitan Statistical Area,53936.00,28117.00,52.10,25819.00,47.90,108.90,52193.00,27177.00,52.10,25016.00,47.90,108.60,36.50,14488.00,4829.00,6692.00,6536.00,7061.00,6174.00,4506.00,3650.00,34.10,15040.00,4969.00,6661.00,7388.00,6434.00,4657.00,3536.00,3508.00
36660,"Opelousas-Eunice, LA",Micropolitan Statistical Area,83384.00,39876.00,47.80,43508.00,52.20,91.65,87700.00,41939.00,47.80,45761.00,52.20,91.60,36.80,22680.00,7427.00,10014.00,9668.00,12159.00,9984.00,6382.00,5070.00,34.60,25866.00,8100.00,10375.00,12846.00,10763.00,7992.00,6488.00,5270.00
36700,"Orangeburg, SC",Micropolitan Statistical Area,92501.00,43455.00,47.00,49046.00,53.00,88.60,91582.00,42610.00,46.50,48972.00,53.50,87.00,38.10,21439.00,11477.00,10415.00,10211.00,12938.00,12287.00,7919.00,5815.00,35.30,23769.00,10872.00,10735.00,13211.00,12238.00,8666.00,6561.00,5530.00
36820,"Oskaloosa, IA",Micropolitan Statistical Area,22381.00,11252.00,50.30,11129.00,49.70,101.11,22335.00,11116.00,49.80,11219.00,50.20,99.10,38.90,5441.00,2167.00,2612.00,2578.00,3226.00,2759.00,1718.00,1880.00,37.20,5742.00,2110.00,2648.00,3332.00,2933.00,1920.00,1692.00,1958.00
36860,"Ottawa-Streator, IL",Micropolitan Statistical Area,154908.00,77026.00,49.70,77882.00,50.30,98.90,153098.00,75418.00,49.30,77680.00,50.70,97.10,41.50,35652.00,12266.00,17743.00,18826.00,24240.00,20108.00,12931.00,13142.00,38.50,38364.00,12090.00,17986.00,24218.00,20390.00,14492.00,12231.00,13327.00
36900,"Ottumwa, IA",Micropolitan Statistical Area,35625.00,17422.00,48.90,18203.00,51.10,95.71,36051.00,17545.00,48.70,18506.00,51.30,94.80,39.80,8119.00,3435.00,4323.00,4159.00,5150.00,4583.00,2840.00,3016.00,39.20,8397.00,3493.00,4114.00,5248.00,4957.00,3427.00,3154.00,3261.00
36940,"Owatonna, MN",Micropolitan Statistical Area,36576.00,18108.00,49.50,18468.00,50.50,98.05,33680.00,16625.00,49.40,17055.00,50.60,97.50,38.50,9650.00,2596.00,4506.00,4759.00,5449.00,4346.00,2589.00,2681.00,35.70,9404.00,2748.00,4313.00,5462.00,4467.00,2798.00,2182.00,2306.00
37020,"Owosso, MI",Micropolitan Statistical Area,70648.00,34921.00,49.40,35727.00,50.60,97.74,71687.00,35207.00,49.10,36480.00,50.90,96.50,40.30,17059.00,6020.00,7656.00,9222.00,11341.00,9245.00,5588.00,4517.00,36.40,19244.00,5966.00,9013.00,11945.00,10203.00,6735.00,4605.00,3976.00
37060,"Oxford, MS",Micropolitan Statistical Area,47351.00,23384.00,49.40,23967.00,50.60,97.57,38744.00,19048.00,49.20,19696.00,50.80,96.70,27.70,8760.00,12741.00,6617.00,4873.00,5069.00,4333.00,2748.00,2210.00,26.90,7574.00,10513.00,5344.00,4857.00,3960.00,2682.00,1979.00,1835.00
37140,"Paducah, KY-IL",Micropolitan Statistical Area,98762.00,47576.00,48.20,51186.00,51.80,92.95,98765.00,47314.00,47.90,51451.00,52.10,92.00,42.20,22005.00,7203.00,11305.00,12384.00,15139.00,13712.00,9025.00,7989.00,39.40,22906.00,7740.00,12250.00,15365.00,14298.00,10254.00,8086.00,7866.00
37220,"Pahrump, NV",Micropolitan Statistical Area,43946.00,22186.00,50.50,21760.00,49.50,101.96,32485.00,16650.00,51.30,15835.00,48.70,105.10,48.40,9088.00,2743.00,3573.00,4416.00,6661.00,7164.00,6656.00,3645.00,42.90,7706.00,1752.00,3085.00,4712.00,4566.00,4680.00,3964.00,2020.00
37260,"Palatka, FL",Micropolitan Statistical Area,74364.00,36884.00,49.60,37480.00,50.40,98.41,70423.00,34791.00,49.40,35632.00,50.60,97.60,43.40,16785.00,6061.00,7747.00,7987.00,11014.00,10700.00,7965.00,6105.00,40.50,17304.00,5408.00,7343.00,9716.00,9445.00,8198.00,7628.00,5381.00
37300,"Palestine, TX",Micropolitan Statistical Area,58458.00,35521.00,60.80,22937.00,39.20,154.86,55109.00,33562.00,60.90,21547.00,39.10,155.80,39.10,11475.00,4695.00,9237.00,9506.00,9397.00,6810.00,4181.00,3157.00,35.80,11431.00,5104.00,10175.00,10597.00,7076.00,4294.00,3369.00,3063.00
37420,"Pampa, TX",Micropolitan Statistical Area,23464.00,12172.00,51.90,11292.00,48.10,107.79,23631.00,12038.00,50.90,11593.00,49.10,103.80,38.90,5807.00,1782.00,3029.00,3007.00,3352.00,2726.00,1941.00,1820.00,39.00,5684.00,1952.00,2840.00,3560.00,2994.00,2348.00,2155.00,2098.00
37500,"Paragould, AR",Micropolitan Statistical Area,42090.00,20642.00,49.00,21448.00,51.00,96.24,37331.00,18217.00,48.80,19114.00,51.20,95.30,37.90,10590.00,3662.00,5204.00,5683.00,5921.00,4996.00,3434.00,2600.00,36.20,9411.00,3410.00,5167.00,5546.00,4863.00,3742.00,2827.00,2365.00
37540,"Paris, TN",Micropolitan Statistical Area,32330.00,15633.00,48.40,16697.00,51.60,93.63,31115.00,15026.00,48.30,16089.00,51.70,93.40,44.30,7028.00,2234.00,3315.00,3882.00,4778.00,4729.00,3674.00,2690.00,40.90,6913.00,2373.00,3617.00,4551.00,4340.00,3672.00,3041.00,2608.00
37580,"Paris, TX",Micropolitan Statistical Area,49793.00,24044.00,48.30,25749.00,51.70,93.38,48499.00,23147.00,47.70,25352.00,52.30,91.30,39.70,12095.00,4551.00,5505.00,6276.00,6954.00,6136.00,4655.00,3621.00,36.90,12668.00,4174.00,6092.00,6906.00,6125.00,4961.00,3669.00,3904.00
37660,"Parsons, KS",Micropolitan Statistical Area,21607.00,10697.00,49.50,10910.00,50.50,98.05,22835.00,11164.00,48.90,11671.00,51.10,95.70,40.50,5262.00,1926.00,2325.00,2457.00,3262.00,2788.00,1824.00,1763.00,37.90,5876.00,1981.00,2549.00,3335.00,2984.00,2150.00,1802.00,2158.00
37740,"Payson, AZ",Micropolitan Statistical Area,53597.00,26633.00,49.70,26964.00,50.30,98.77,51335.00,25249.00,49.20,26086.00,50.80,96.80,47.90,11471.00,3769.00,4501.00,5156.00,7517.00,8733.00,7255.00,5195.00,42.30,12890.00,3280.00,4726.00,6704.00,7051.00,6525.00,5748.00,4411.00
37780,"Pecos, TX",Micropolitan Statistical Area,13783.00,8281.00,60.10,5502.00,39.90,150.51,13137.00,6940.00,52.80,6197.00,47.20,112.00,35.40,3142.00,1564.00,2121.00,2026.00,1962.00,1314.00,894.00,760.00,32.10,3923.00,1488.00,1568.00,1738.00,1556.00,1208.00,952.00,704.00
37800,"Pella, IA",Micropolitan Statistical Area,33309.00,16541.00,49.70,16768.00,50.30,98.65,32052.00,15910.00,49.60,16142.00,50.40,98.60,38.60,8362.00,3398.00,3590.00,3929.00,4860.00,3978.00,2622.00,2570.00,37.20,8125.00,3259.00,3654.00,4833.00,4168.00,2912.00,2343.00,2758.00
37820,"Pendleton-Hermiston, OR",Micropolitan Statistical Area,87062.00,45277.00,52.00,41785.00,48.00,108.36,81543.00,41773.00,51.20,39770.00,48.80,105.00,35.80,23390.00,7939.00,11302.00,11026.00,11705.00,10622.00,6093.00,4985.00,34.40,22977.00,7638.00,10764.00,12193.00,11068.00,7053.00,5085.00,4765.00
37940,"Peru, IN",Micropolitan Statistical Area,36903.00,19687.00,53.30,17216.00,46.70,114.35,36082.00,18312.00,50.80,17770.00,49.20,103.10,39.50,8393.00,3069.00,4678.00,5227.00,5622.00,4766.00,2811.00,2337.00,36.60,9336.00,2915.00,4863.00,5914.00,5094.00,3318.00,2512.00,2130.00
38020,"Phoenix Lake-Cedar Ridge, CA",Micropolitan Statistical Area,55365.00,29245.00,52.80,26120.00,47.20,111.96,54501.00,28738.00,52.70,25763.00,47.30,111.50,47.30,9682.00,4228.00,6077.00,6018.00,8597.00,9469.00,6187.00,5107.00,42.90,11300.00,4145.00,5643.00,8162.00,8890.00,6294.00,5541.00,4526.00
38100,"Picayune, MS",Micropolitan Statistical Area,55834.00,27569.00,49.40,28265.00,50.60,97.54,48621.00,23606.00,48.60,25015.00,51.40,94.40,38.90,13732.00,5191.00,6386.00,7018.00,7991.00,7380.00,4904.00,3232.00,35.90,13106.00,4574.00,5999.00,7172.00,6667.00,4977.00,3639.00,2487.00
38180,"Pierre, SD",Micropolitan Statistical Area,19988.00,9764.00,48.80,10224.00,51.20,95.50,19253.00,9320.00,48.40,9933.00,51.60,93.80,40.10,4758.00,1381.00,2611.00,2523.00,3169.00,2792.00,1473.00,1281.00,37.50,5333.00,1222.00,2331.00,3168.00,2882.00,1760.00,1280.00,1277.00
38200,"Pierre Part, LA",Micropolitan Statistical Area,23421.00,11456.00,48.90,11965.00,51.10,95.75,23388.00,11326.00,48.40,12062.00,51.60,93.90,38.90,5756.00,2104.00,2834.00,2960.00,3635.00,2987.00,1803.00,1342.00,34.20,6656.00,2286.00,3032.00,3672.00,3088.00,2109.00,1408.00,1137.00
38260,"Pittsburg, KS",Micropolitan Statistical Area,39134.00,19421.00,49.60,19713.00,50.40,98.52,38242.00,18634.00,48.70,19608.00,51.30,95.00,32.60,8725.00,6825.00,5005.00,4107.00,4794.00,4215.00,2707.00,2756.00,33.80,8775.00,6253.00,4653.00,4923.00,4557.00,3171.00,2489.00,3421.00
38380,"Plainview, TX",Micropolitan Statistical Area,36273.00,18737.00,51.70,17536.00,48.30,106.85,36602.00,18518.00,50.60,18084.00,49.40,102.40,32.20,10434.00,4080.00,4790.00,4453.00,4645.00,3436.00,2251.00,2184.00,31.40,11070.00,4169.00,4727.00,5228.00,3817.00,2878.00,2512.00,2201.00
38420,"Platteville, WI",Micropolitan Statistical Area,51208.00,26636.00,52.00,24572.00,48.00,108.40,49597.00,25164.00,50.70,24433.00,49.30,103.00,36.40,10886.00,8690.00,5384.00,5220.00,7067.00,5987.00,3917.00,4057.00,35.90,11768.00,7265.00,5190.00,7096.00,6261.00,4432.00,3758.00,3827.00
38460,"Plattsburgh, NY",Micropolitan Statistical Area,82128.00,42097.00,51.30,40031.00,48.70,105.16,79894.00,40907.00,51.20,38987.00,48.80,104.90,39.10,15890.00,11087.00,10157.00,10646.00,13394.00,10002.00,5901.00,5051.00,35.70,18348.00,9944.00,10741.00,13682.00,10677.00,7019.00,5398.00,4085.00
38500,"Plymouth, IN",Micropolitan Statistical Area,47051.00,23282.00,49.50,23769.00,50.50,97.95,45128.00,22415.00,49.70,22713.00,50.30,98.70,38.40,12649.00,3776.00,5242.00,5892.00,6846.00,5742.00,3523.00,3381.00,35.50,12659.00,3908.00,5663.00,6979.00,5984.00,3932.00,3113.00,2890.00
38580,"Point Pleasant, WV-OH",Micropolitan Statistical Area,58258.00,28368.00,48.70,29890.00,51.30,94.91,57026.00,27891.00,48.90,29135.00,51.10,95.70,41.10,13284.00,4666.00,6804.00,7065.00,9059.00,7786.00,5480.00,4114.00,38.40,13672.00,5186.00,6789.00,8936.00,8109.00,6190.00,4619.00,3525.00
38620,"Ponca City, OK",Micropolitan Statistical Area,46562.00,22960.00,49.30,23602.00,50.70,97.28,48080.00,23263.00,48.40,24817.00,51.60,93.70,39.30,11781.00,3942.00,5490.00,5003.00,6503.00,5911.00,4073.00,3859.00,38.10,12692.00,4242.00,5107.00,6927.00,6400.00,4558.00,4039.00,4115.00
38700,"Pontiac, IL",Micropolitan Statistical Area,38950.00,19526.00,50.10,19424.00,49.90,100.53,39678.00,19597.00,49.40,20081.00,50.60,97.60,40.80,8758.00,3230.00,4806.00,4884.00,6299.00,4831.00,3084.00,3058.00,37.30,9918.00,3265.00,5212.00,6525.00,5238.00,3461.00,2921.00,3138.00
38740,"Poplar Bluff, MO",Micropolitan Statistical Area,42794.00,20620.00,48.20,22174.00,51.80,92.99,40867.00,19578.00,47.90,21289.00,52.10,92.00,40.60,9971.00,3540.00,5012.00,5159.00,6241.00,5606.00,3918.00,3347.00,38.70,9886.00,3439.00,4957.00,5931.00,5567.00,4272.00,3625.00,3190.00
